total sulfur dioxide,sulphates,fixed acidity,chlorides,volatile acidity
164.0,0.39,6.6,0.052,0.31
69.0,0.52,6.5,0.142,0.38
210.0,0.5,7.0,0.056,0.44
210.0,0.5,7.0,0.056,0.44
210.0,0.5,7.0,0.056,0.44
113.0,0.34,6.1,0.06,0.38
180.0,0.74,8.0,0.041,0.33
210.0,0.5,7.0,0.056,0.44
92.0,0.53,6.0,0.046,0.19
129.0,0.29,6.3,0.038,0.28
113.0,0.34,6.1,0.06,0.38
51.0,0.48,5.3,0.029,0.43
87.0,0.44,5.4,0.029,0.22
187.0,0.56,6.2,0.056,0.345
171.0,0.61,5.6,0.056,0.255
93.0,0.53,5.2,0.047,0.2
201.0,0.56,6.2,0.048,0.29
133.0,0.68,6.3,0.046,0.26
122.0,0.63,6.0,0.045,0.22
89.0,0.42,7.5,0.066,0.35
92.0,0.35,6.6,0.036,0.39
118.0,0.46,6.3,0.052,0.23
120.0,0.47,6.3,0.05,0.22
116.0,0.5,6.4,0.04,0.29
116.0,0.5,6.4,0.04,0.29
80.0,0.68,7.5,0.03,0.23
116.0,0.5,6.4,0.04,0.29
90.0,0.98,5.7,0.041,0.28
130.0,0.4,6.5,0.042,0.26
140.0,0.59,6.4,0.034,0.27
144.0,0.74,5.9,0.037,0.22
72.0,0.47,6.8,0.019,0.26
116.0,0.48,7.6,0.038,0.36
116.0,0.5,7.6,0.037,0.35
95.0,0.54,5.7,0.023,0.18
124.0,0.56,6.6,0.145,0.36
114.0,0.45,5.9,0.04,0.14
161.0,0.43,5.5,0.044,0.23
95.0,0.35,6.7,0.053,0.11
91.0,0.43,7.0,0.047,0.24
95.0,0.35,6.7,0.053,0.11
74.0,0.54,5.3,0.036,0.47
115.0,0.46,7.5,0.058,0.29
119.0,0.41,6.0,0.051,0.33
119.0,0.41,6.0,0.051,0.33
121.0,0.35,5.8,0.033,0.32
121.0,0.34,5.8,0.034,0.3
114.0,0.44,3.8,0.036,0.31
145.0,0.4,6.2,0.038,0.36
120.0,0.41,6.0,0.042,0.31
169.0,0.47,6.9,0.036,0.52
164.0,0.46,7.0,0.036,0.55
99.0,0.37,5.8,0.042,0.2
145.0,0.4,6.2,0.038,0.36
120.0,0.41,6.0,0.042,0.31
117.0,0.41,6.0,0.044,0.29
146.0,0.36,5.7,0.04,0.22
192.0,0.53,7.1,0.045,0.46
174.0,0.5,6.6,0.041,0.21
201.0,0.54,6.9,0.043,0.42
113.0,0.46,5.7,0.044,0.22
113.0,0.46,5.7,0.044,0.22
113.0,0.46,5.7,0.044,0.22
113.0,0.46,5.7,0.044,0.22
117.0,0.45,5.2,0.027,0.31
183.0,0.5,7.2,0.054,0.22
47.0,0.45,5.6,0.04,0.18
129.0,0.38,6.2,0.04,0.24
113.0,0.46,5.7,0.044,0.22
124.0,0.5,5.7,0.059,0.26
124.0,0.5,5.7,0.059,0.26
93.0,0.42,6.0,0.049,0.2
93.0,0.42,6.0,0.049,0.2
93.0,0.42,6.0,0.049,0.2
93.0,0.42,6.0,0.049,0.2
117.0,0.43,7.6,0.046,0.28
76.0,0.54,7.0,0.03,0.2
112.0,0.49,6.6,0.048,0.26
124.0,0.5,5.7,0.059,0.26
183.0,0.76,7.2,0.045,0.21
119.0,0.55,6.9,0.041,0.22
183.0,0.76,7.2,0.045,0.21
121.0,0.55,7.4,0.046,0.22
183.0,0.76,7.2,0.045,0.21
119.0,0.55,6.9,0.041,0.22
103.0,0.49,7.0,0.037,0.2
111.0,0.46,5.6,0.038,0.26
154.0,0.4,6.3,0.208,0.28
156.0,0.4,6.4,0.209,0.29
155.0,0.58,7.2,0.105,0.34
204.0,0.52,7.1,0.034,0.39
114.0,0.31,6.9,0.043,0.26
115.0,0.59,6.1,0.044,0.24
113.0,0.58,5.9,0.044,0.25
133.0,0.37,6.1,0.05,0.24
116.0,0.57,6.5,0.039,0.22
87.0,0.61,6.2,0.036,0.26
121.0,0.71,6.6,0.038,0.34
140.0,0.39,5.6,0.054,0.225
103.0,0.31,7.1,0.046,0.23
114.0,0.31,6.9,0.043,0.26
86.0,0.65,6.4,0.04,0.27
117.0,0.39,6.3,0.035,0.41
115.0,0.44,6.7,0.035,0.41
94.0,0.4,7.2,0.086,0.585
138.0,0.47,6.7,0.038,0.34
117.0,0.39,6.3,0.035,0.41
115.0,0.44,6.7,0.035,0.41
191.0,0.5,6.4,0.056,0.26
150.0,0.33,6.3,0.036,0.28
121.0,0.68,7.4,0.042,0.16
129.0,0.3,8.4,0.037,0.27
100.0,0.41,5.9,0.043,0.2
182.0,0.5,6.4,0.054,0.24
168.0,0.52,7.4,0.052,0.38
182.0,0.5,6.4,0.054,0.24
145.0,0.53,6.4,0.043,0.42
181.0,0.49,6.4,0.054,0.23
182.0,0.5,6.4,0.054,0.24
168.0,0.52,7.4,0.052,0.38
155.0,0.41,7.3,0.057,0.19
155.0,0.41,7.3,0.057,0.19
155.0,0.41,7.3,0.057,0.19
155.0,0.41,7.3,0.057,0.19
155.0,0.41,7.3,0.057,0.19
155.0,0.41,7.3,0.057,0.19
155.0,0.41,7.3,0.057,0.19
96.0,0.64,6.8,0.044,0.24
155.0,0.41,7.3,0.057,0.19
139.0,0.62,7.4,0.054,0.27
141.0,0.69,5.7,0.052,0.28
109.0,0.58,5.8,0.024,0.22
106.0,0.43,6.7,0.176,0.27
107.0,0.54,7.1,0.034,0.2
106.0,0.43,6.7,0.176,0.27
148.0,0.56,7.1,0.034,0.23
148.0,0.47,7.6,0.042,0.31
187.0,0.57,7.2,0.108,0.34
73.0,0.59,7.0,0.015,0.36
137.0,0.38,6.4,0.039,0.31
148.0,0.47,7.3,0.054,0.28
166.0,0.42,7.4,0.064,0.16
169.0,0.45,6.4,0.049,0.31
137.0,0.38,6.4,0.039,0.31
178.0,0.51,6.2,0.046,0.29
194.0,0.52,5.9,0.04,0.28
179.0,0.48,6.5,0.05,0.23
203.0,0.44,7.2,0.062,0.34
148.0,0.47,7.3,0.054,0.28
110.0,0.65,6.5,0.039,0.2
123.0,0.37,6.2,0.039,0.24
136.0,0.4,7.1,0.048,0.31
119.0,0.34,6.4,0.041,0.29
133.0,0.41,6.3,0.063,0.19
117.0,0.42,5.9,0.035,0.29
136.0,0.4,7.1,0.048,0.31
109.0,0.3,6.5,0.041,0.3
119.0,0.34,6.4,0.041,0.29
115.0,0.44,6.5,0.096,0.22
92.0,0.56,7.0,0.053,0.23
112.0,0.37,7.1,0.038,0.23
98.0,0.44,6.1,0.043,0.26
171.0,0.5,6.4,0.051,0.35
186.0,0.54,6.0,0.041,0.32
133.0,0.53,6.1,0.042,0.34
76.0,0.76,6.5,0.035,0.13
126.0,0.51,6.5,0.041,0.315
133.0,0.53,6.1,0.042,0.34
143.0,0.5,5.7,0.05,0.31
151.0,0.49,6.4,0.058,0.3
110.0,0.53,7.0,0.041,0.24
76.0,0.76,6.5,0.035,0.13
182.0,0.48,6.4,0.05,0.26
182.0,0.48,6.4,0.05,0.26
170.0,0.52,6.0,0.043,0.27
97.0,0.75,7.1,0.039,0.21
100.0,0.36,6.7,0.036,0.26
111.0,0.31,6.3,0.04,0.28
167.0,0.51,6.2,0.057,0.25
203.0,0.77,7.3,0.048,0.22
167.0,0.51,6.2,0.057,0.25
139.0,0.35,6.4,0.047,0.18
143.0,0.35,6.3,0.046,0.2
146.0,0.67,6.6,0.051,0.24
173.0,0.6,7.4,0.053,0.27
173.0,0.6,7.4,0.053,0.27
173.0,0.6,7.4,0.053,0.27
146.0,0.67,6.6,0.051,0.24
173.0,0.6,7.4,0.053,0.27
137.0,0.96,7.1,0.041,0.38
176.0,0.41,6.8,0.043,0.43
187.0,0.42,5.2,0.066,0.22
197.0,0.36,5.9,0.044,0.29
197.0,0.36,5.9,0.044,0.29
140.0,0.36,6.3,0.037,0.29
80.0,0.47,6.3,0.046,0.19
197.0,0.36,5.7,0.044,0.29
140.0,0.36,6.3,0.037,0.29
182.0,0.46,5.7,0.069,0.24
86.0,0.58,5.8,0.039,0.3
114.0,0.52,7.1,0.041,0.27
86.0,0.58,5.8,0.039,0.3
114.0,0.52,7.1,0.041,0.27
141.0,0.5,6.3,0.061,0.305
182.0,0.46,5.7,0.069,0.24
125.0,0.48,6.2,0.04,0.22
118.0,0.46,6.6,0.047,0.22
118.0,0.46,6.6,0.047,0.22
118.0,0.46,6.6,0.047,0.22
118.0,0.46,6.6,0.047,0.22
125.0,0.48,6.2,0.04,0.22
125.0,0.48,6.2,0.04,0.22
118.0,0.46,6.6,0.047,0.22
122.0,0.49,6.1,0.045,0.22
123.0,0.49,6.2,0.047,0.21
205.0,0.58,6.3,0.044,0.32
166.0,0.42,6.9,0.038,0.44
162.0,0.47,6.1,0.042,0.31
134.0,0.39,8.1,0.051,0.36
67.0,0.47,6.6,0.043,0.38
94.0,0.38,6.7,0.03,0.24
193.0,0.44,6.9,0.06,0.56
161.0,0.53,7.2,0.045,0.24
166.0,0.56,6.5,0.051,0.29
92.0,0.58,6.7,0.051,0.28
166.0,0.56,6.5,0.051,0.29
131.0,0.39,6.1,0.046,0.21
125.0,0.49,7.2,0.048,0.47
146.0,0.54,6.7,0.051,0.34
111.0,0.37,6.6,0.033,0.27
146.0,0.54,6.7,0.051,0.34
125.0,0.49,7.2,0.048,0.47
116.0,0.4,5.0,0.031,0.35
116.0,0.4,5.0,0.031,0.35
111.0,0.34,4.4,0.024,0.46
101.0,0.37,6.6,0.035,0.38
122.0,0.54,7.3,0.045,0.3
150.0,0.43,6.4,0.039,0.28
136.0,0.65,6.9,0.04,0.29
184.0,0.48,6.3,0.049,0.3
173.0,0.45,6.3,0.048,0.39
101.0,0.37,6.6,0.035,0.38
149.0,0.43,6.6,0.051,0.18
174.0,0.5,6.0,0.051,0.28
174.0,0.5,6.0,0.051,0.28
174.0,0.5,6.0,0.051,0.28
129.0,0.48,6.6,0.045,0.35
120.0,0.5,5.9,0.041,0.22
149.0,0.43,6.6,0.051,0.18
157.0,0.56,7.7,0.044,0.28
109.0,0.47,7.1,0.038,0.42
114.0,0.35,6.7,0.031,0.32
141.0,0.49,6.6,0.053,0.26
141.0,0.49,6.6,0.053,0.26
149.0,0.52,6.2,0.051,0.32
158.0,0.48,6.3,0.054,0.25
95.0,0.57,6.2,0.051,0.21
100.0,0.63,6.4,0.042,0.23
90.0,0.49,4.7,0.042,0.145
78.0,0.47,6.2,0.039,0.2
83.0,0.65,7.0,0.039,0.28
140.0,0.63,7.1,0.271,0.36
125.0,0.45,5.7,0.049,0.25
110.0,0.58,5.7,0.036,0.22
104.0,0.52,6.0,0.034,0.2
180.0,0.5,6.4,0.05,0.32
180.0,0.5,6.4,0.05,0.32
126.0,0.46,6.0,0.053,0.555
122.0,0.35,5.9,0.12,0.22
180.0,0.5,6.4,0.05,0.32
155.0,0.37,6.2,0.037,0.3
108.0,0.58,5.8,0.058,0.28
126.0,0.46,5.8,0.053,0.555
74.0,0.65,6.7,0.033,0.31
68.0,0.4,6.4,0.05,0.15
87.0,0.52,6.4,0.045,0.13
122.0,0.4,6.7,0.03,0.48
122.0,0.4,6.7,0.03,0.48
116.0,0.44,5.8,0.033,0.3
95.0,0.7,6.1,0.038,0.28
50.0,0.66,6.0,0.032,0.19
165.0,0.55,6.8,0.043,0.31
84.0,0.39,7.5,0.046,0.24
194.0,0.64,6.8,0.053,0.23
84.0,0.39,7.5,0.046,0.24
150.0,0.4,6.3,0.212,0.29
106.0,0.54,6.8,0.052,0.2
103.0,0.45,5.2,0.053,0.38
175.0,0.55,7.8,0.053,0.27
182.0,0.54,6.6,0.055,0.54
156.0,0.51,7.1,0.05,0.25
104.0,0.72,5.8,0.041,0.61
138.0,0.42,6.5,0.051,0.32
162.0,0.52,6.4,0.051,0.28
100.0,0.69,6.6,0.044,0.19
73.0,0.51,5.1,0.036,0.305
129.0,0.38,5.8,0.034,0.26
100.0,0.55,6.7,0.061,0.23
147.0,0.56,6.8,0.047,0.33
110.0,0.4,6.1,0.034,0.27
110.0,0.4,6.1,0.034,0.27
97.0,0.42,6.8,0.044,0.4
259.0,0.5,6.1,0.051,0.4
118.0,0.59,7.1,0.039,0.28
70.0,0.48,6.2,0.036,0.32
82.0,0.38,6.8,0.049,0.17
40.0,0.36,9.0,0.049,0.2
183.0,0.42,5.8,0.058,0.13
230.0,0.46,5.8,0.052,0.31
191.0,0.51,6.3,0.048,0.36
40.0,0.36,9.0,0.049,0.2
149.0,0.37,6.7,0.048,0.18
137.0,0.38,6.6,0.049,0.16
183.0,0.42,5.8,0.058,0.13
206.0,0.38,5.8,0.058,0.27
82.0,0.38,6.8,0.049,0.17
101.0,0.38,6.4,0.068,0.37
164.5,0.45,7.3,0.047,0.26
162.5,0.45,7.3,0.049,0.28
162.5,0.45,7.3,0.049,0.28
121.0,0.33,5.8,0.056,0.12
124.0,0.35,6.1,0.049,0.25
105.0,0.3,6.4,0.04,0.24
156.0,0.45,7.3,0.047,0.26
152.0,0.45,7.3,0.049,0.28
94.0,0.52,8.3,0.049,0.18
134.0,0.39,7.1,0.032,0.09
60.0,0.35,8.3,0.026,0.14
105.0,0.58,5.8,0.026,0.28
111.0,0.37,6.0,0.025,0.23
76.0,0.54,6.9,0.037,0.28
76.0,0.54,6.9,0.037,0.28
105.0,0.58,5.8,0.026,0.28
101.0,0.31,6.3,0.021,0.25
95.0,0.61,6.5,0.033,0.2
47.0,0.35,5.9,0.022,0.29
183.0,0.6,6.4,0.047,0.46
76.0,0.54,6.9,0.037,0.28
101.0,0.46,6.8,0.047,0.23
113.0,0.47,7.0,0.048,0.23
104.0,0.73,6.4,0.027,0.55
105.0,0.58,5.7,0.026,0.28
111.0,0.37,6.0,0.025,0.23
97.0,0.44,6.8,0.094,0.45
138.0,0.72,6.1,0.028,0.2
210.0,0.59,6.1,0.042,0.37
130.0,0.59,5.9,0.033,0.21
110.0,0.54,6.9,0.04,0.22
107.0,0.54,5.4,0.022,0.27
72.0,0.48,6.0,0.035,0.26
131.0,0.42,5.6,0.028,0.18
119.0,0.34,5.6,0.03,0.26
113.0,0.48,7.0,0.036,0.23
159.0,0.55,5.8,0.039,0.28
171.0,0.49,8.6,0.03,0.36
159.0,0.55,5.8,0.039,0.28
135.0,0.44,6.4,0.055,0.3
126.0,0.55,6.2,0.05,0.2
83.0,0.4,5.8,0.029,0.29
101.0,0.38,5.7,0.027,0.22
97.0,0.46,5.6,0.024,0.22
99.0,0.4,6.8,0.026,0.32
102.0,0.56,6.2,0.03,0.2
133.0,0.59,6.1,0.034,0.35
56.0,0.38,5.9,0.036,0.3
96.0,0.49,6.3,0.05,0.15
98.0,0.64,4.8,0.042,0.13
125.0,0.69,6.0,0.045,0.2
112.0,0.66,5.7,0.047,0.2
138.0,0.43,6.0,0.038,0.27
146.0,1.01,6.3,0.048,0.37
150.0,0.49,6.4,0.05,0.23
110.0,0.54,5.9,0.042,0.34
158.0,0.64,5.0,0.03,0.33
132.0,0.36,5.4,0.029,0.29
108.0,0.36,8.0,0.035,0.33
137.0,0.58,6.4,0.05,0.3
132.0,0.36,5.4,0.029,0.29
168.0,0.49,6.4,0.041,0.33
251.0,0.55,7.0,0.042,0.33
165.0,0.46,6.7,0.036,0.45
113.0,0.56,6.5,0.053,0.36
129.0,0.47,5.8,0.035,0.42
124.0,0.42,7.1,0.037,0.39
114.0,0.59,6.7,0.069,0.53
75.0,0.5,6.7,0.033,0.66
113.0,0.56,6.5,0.053,0.36
75.0,0.39,6.5,0.027,0.16
116.0,0.47,8.3,0.043,0.22
116.0,0.54,6.9,0.03,0.23
139.0,0.43,6.4,0.044,0.17
124.0,0.4,5.0,0.032,0.33
146.0,0.37,6.8,0.037,0.38
93.0,0.59,6.5,0.036,0.29
112.0,0.58,6.9,0.04,0.29
177.0,0.39,6.6,0.033,0.28
73.0,0.69,6.2,0.032,0.36
50.0,0.4,6.0,0.032,0.615
73.0,0.48,5.9,0.03,0.44
77.0,0.48,5.9,0.034,0.42
146.0,0.49,5.8,0.041,0.34
145.0,0.48,5.8,0.04,0.27
166.0,0.49,7.1,0.094,0.33
132.0,0.47,6.1,0.032,0.44
99.0,0.62,7.3,0.039,0.28
129.0,0.77,5.2,0.036,0.5
132.0,0.47,6.1,0.032,0.44
196.0,0.48,6.4,0.06,0.62
119.0,0.42,6.4,0.038,0.38
95.0,0.52,7.5,0.047,0.305
131.0,0.55,6.5,0.036,0.5
125.0,0.73,6.6,0.038,0.4
91.0,0.52,6.4,0.032,0.4
158.0,0.48,8.3,0.034,0.49
199.0,0.49,6.3,0.034,0.3
99.0,0.5,6.1,0.041,0.19
99.0,0.5,6.1,0.041,0.19
73.0,0.45,5.6,0.041,0.24
127.0,0.53,5.7,0.041,0.25
102.0,0.58,6.6,0.041,0.21
199.0,0.49,6.3,0.034,0.3
188.0,0.64,6.2,0.043,0.28
136.0,0.59,5.8,0.038,0.29
120.0,0.49,5.8,0.033,0.345
177.0,0.57,6.5,0.048,0.51
118.0,0.64,6.0,0.036,0.24
177.0,0.57,6.5,0.048,0.51
195.0,0.54,6.9,0.049,0.54
118.0,0.64,6.0,0.036,0.24
126.0,0.63,6.6,0.035,0.26
98.0,0.43,5.7,0.03,0.24
197.0,0.5,6.5,0.043,0.21
122.0,0.47,6.8,0.035,0.29
158.0,0.32,5.0,0.034,0.24
88.0,0.55,5.9,0.037,0.18
101.0,0.48,5.8,0.042,0.26
240.0,0.57,6.7,0.117,0.61
84.0,0.44,5.7,0.042,0.695
84.0,0.44,5.6,0.042,0.695
113.0,0.58,5.7,0.033,0.39
210.0,0.5,6.1,0.051,0.38
73.0,0.47,6.3,0.035,0.36
149.0,0.59,6.0,0.048,0.29
149.0,0.59,6.0,0.048,0.29
149.0,0.59,6.0,0.048,0.29
149.0,0.59,6.0,0.048,0.29
132.0,0.47,7.1,0.036,0.43
85.0,0.48,6.6,0.04,0.25
79.0,0.63,6.6,0.027,0.33
150.0,0.47,8.0,0.048,0.23
111.0,0.41,7.3,0.028,0.17
111.0,0.58,6.0,0.036,0.17
114.0,0.58,6.1,0.034,0.16
111.0,0.41,7.3,0.028,0.17
221.0,0.44,6.4,0.057,0.31
114.0,0.58,6.1,0.034,0.16
111.0,0.58,6.0,0.036,0.17
117.0,0.44,5.9,0.049,0.44
137.0,0.54,6.6,0.035,0.285
168.0,0.46,4.9,0.036,0.335
168.0,0.46,4.9,0.036,0.335
104.0,0.51,6.0,0.028,0.28
151.0,0.58,5.8,0.034,0.35
140.0,0.62,5.7,0.04,0.21
128.0,0.52,6.5,0.045,0.25
104.0,0.51,6.0,0.028,0.28
137.0,0.54,6.6,0.035,0.285
168.0,0.46,4.7,0.036,0.335
133.0,0.39,6.8,0.058,0.63
49.0,0.33,5.6,0.025,0.27
66.0,0.31,6.8,0.027,0.32
120.0,0.37,6.5,0.041,0.33
184.0,0.44,6.0,0.036,0.24
114.0,0.49,7.2,0.062,0.26
133.0,0.39,6.8,0.058,0.63
156.0,0.36,6.7,0.035,0.16
156.0,0.36,6.7,0.035,0.16
156.0,0.36,6.7,0.035,0.16
156.0,0.36,6.7,0.035,0.16
167.0,0.52,6.9,0.043,0.19
173.0,0.54,6.0,0.053,0.36
156.0,0.36,6.7,0.035,0.16
167.0,0.52,6.9,0.043,0.19
113.0,0.65,6.7,0.032,0.35
84.0,0.96,6.1,0.03,0.15
113.0,0.65,6.7,0.032,0.35
121.0,0.46,7.0,0.173,0.27
168.0,0.56,6.8,0.041,0.3
168.0,0.56,6.8,0.041,0.3
144.0,0.38,6.4,0.044,0.69
144.0,0.38,6.4,0.044,0.69
83.0,0.42,5.9,0.037,0.12
202.0,0.51,6.3,0.053,0.36
111.0,0.37,5.7,0.053,0.27
111.0,0.3,6.1,0.031,0.22
115.0,0.38,5.6,0.051,0.205
109.0,0.57,7.2,0.034,0.33
142.0,0.5,5.9,0.033,0.21
108.0,0.43,5.4,0.03,0.33
115.0,0.38,5.4,0.051,0.205
111.0,0.37,5.7,0.053,0.27
98.0,0.47,6.4,0.04,0.28
111.0,0.3,6.1,0.031,0.22
81.0,0.31,6.7,0.034,0.15
69.0,0.59,5.5,0.033,0.315
130.0,0.4,4.8,0.074,0.225
134.0,0.48,5.2,0.043,0.24
81.0,0.31,6.7,0.034,0.15
93.0,0.56,6.6,0.044,0.27
98.0,0.52,6.1,0.036,0.32
132.0,0.5,6.0,0.053,0.25
180.0,0.46,6.4,0.05,0.42
98.0,0.52,6.1,0.036,0.32
116.0,0.65,6.9,0.038,0.31
96.0,0.74,6.3,0.035,0.48
132.0,0.5,6.0,0.053,0.25
122.0,0.4,7.2,0.035,0.21
65.0,0.47,6.8,0.05,0.32
106.0,0.49,7.9,0.048,0.3
140.0,0.46,5.3,0.031,0.31
140.0,0.46,5.3,0.031,0.31
123.0,0.44,5.2,0.03,0.185
68.0,0.44,5.5,0.026,0.16
61.0,0.54,6.0,0.042,0.17
61.0,0.54,6.0,0.042,0.16
134.0,0.26,6.1,0.031,0.24
118.0,0.66,5.5,0.029,0.3
68.0,0.44,5.5,0.026,0.16
189.0,0.49,6.0,0.05,0.32
137.0,0.46,6.1,0.034,0.27
133.0,0.46,6.0,0.035,0.27
148.0,0.44,6.0,0.032,0.14
101.0,0.57,5.0,0.043,0.24
440.0,0.64,6.1,0.047,0.26
132.0,0.46,6.3,0.043,0.23
93.0,0.49,5.6,0.029,0.26
184.0,0.61,6.1,0.05,0.34
182.0,0.62,6.2,0.051,0.35
148.0,0.44,6.0,0.032,0.14
185.0,0.62,7.3,0.033,0.36
78.0,0.64,5.1,0.035,0.25
100.0,0.77,5.5,0.032,0.16
106.0,0.5,6.4,0.043,0.19
92.0,0.48,6.6,0.027,0.29
111.0,0.47,6.0,0.035,0.38
111.0,0.47,6.0,0.035,0.38
140.0,0.53,6.5,0.04,0.2
128.0,0.37,6.6,0.052,0.17
128.0,0.37,6.6,0.052,0.17
116.0,0.38,6.2,0.035,0.15
78.0,0.42,5.9,0.037,0.48
130.0,0.58,5.3,0.031,0.4
116.0,0.41,5.9,0.046,0.26
96.0,0.48,5.2,0.038,0.3
138.0,0.5,6.4,0.055,0.32
181.0,0.42,6.6,0.052,0.19
160.0,0.5,6.8,0.047,0.27
160.0,0.5,6.8,0.047,0.27
160.0,0.5,6.8,0.047,0.27
160.0,0.5,6.8,0.047,0.27
223.0,0.51,6.4,0.057,0.28
61.0,0.37,5.2,0.048,0.21
132.0,0.46,7.1,0.045,0.24
124.0,0.47,5.0,0.076,0.27
130.0,0.45,5.8,0.076,0.27
102.0,0.56,5.9,0.034,0.27
106.0,0.4,5.8,0.031,0.315
95.0,0.4,6.0,0.037,0.59
138.0,0.48,5.8,0.042,0.3
142.0,0.48,5.6,0.043,0.3
127.0,0.53,6.7,0.045,0.3
127.0,0.53,6.7,0.045,0.3
161.0,0.59,6.4,0.045,0.31
76.0,0.36,6.9,0.038,0.25
127.0,0.36,4.4,0.03,0.32
118.0,0.36,3.9,0.03,0.225
161.0,0.59,6.4,0.045,0.31
118.0,0.39,5.5,0.037,0.62
128.0,0.38,6.2,0.036,0.3
127.0,0.53,6.7,0.045,0.3
134.0,0.92,4.7,0.036,0.785
159.0,0.5,6.0,0.175,0.31
159.0,0.49,6.0,0.174,0.32
140.0,0.55,6.4,0.035,0.105
140.0,0.55,6.4,0.035,0.105
93.0,0.5,5.7,0.043,0.33
115.0,0.43,5.9,0.042,0.32
111.0,0.42,6.2,0.047,0.26
126.0,0.45,6.0,0.039,0.2
140.0,0.55,6.4,0.035,0.105
125.0,0.33,5.8,0.037,0.28
111.0,0.53,6.4,0.038,0.31
65.0,0.35,6.0,0.033,0.35
99.0,0.41,5.1,0.034,0.26
131.0,0.62,6.6,0.051,0.28
104.0,0.57,6.0,0.039,0.17
100.0,0.5,7.3,0.053,0.35
150.0,0.62,6.0,0.053,0.26
147.0,0.52,5.4,0.054,0.375
71.0,0.62,7.0,0.075,0.17
113.0,0.43,5.1,0.027,0.26
178.0,0.45,5.8,0.127,0.36
113.0,0.67,5.7,0.026,0.4
120.0,0.94,6.2,0.041,0.76
136.0,0.43,6.1,0.032,0.41
122.0,0.63,5.8,0.031,0.385
82.0,0.95,6.0,0.021,0.27
113.0,0.67,5.7,0.026,0.4
178.0,0.45,5.8,0.127,0.36
131.0,0.45,7.0,0.043,0.24
165.0,0.45,6.8,0.036,0.23
130.0,0.46,6.5,0.054,0.28
140.0,0.47,6.4,0.042,0.23
134.0,0.57,6.0,0.046,0.34
134.0,0.57,6.0,0.046,0.34
86.0,0.76,6.7,0.036,0.22
140.0,0.47,6.4,0.042,0.23
90.0,0.43,6.0,0.032,0.32
140.0,0.35,5.8,0.062,0.29
140.0,0.43,5.8,0.058,0.38
141.0,0.36,5.9,0.057,0.32
97.0,0.58,5.6,0.031,0.33
95.0,0.56,5.9,0.033,0.37
102.0,0.56,5.6,0.035,0.295
92.0,0.49,6.7,0.096,0.5
216.0,0.42,6.5,0.031,0.28
114.0,0.51,5.3,0.038,0.275
44.0,0.4,5.2,0.038,0.405
128.0,0.35,6.8,0.029,0.34
175.0,0.62,5.7,0.05,0.22
92.0,0.36,6.2,0.043,0.28
182.0,0.4,5.6,0.046,0.34
180.0,0.34,4.8,0.044,0.29
93.0,0.6,6.6,0.136,0.38
150.0,0.46,5.1,0.048,0.3
97.0,0.4,4.4,0.038,0.54
161.0,0.56,7.0,0.048,0.36
164.0,0.48,6.4,0.055,0.33
161.0,0.56,7.0,0.048,0.36
164.0,0.48,6.4,0.055,0.33
113.0,0.73,6.2,0.044,0.23
77.0,0.62,5.2,0.047,0.25
79.0,0.59,6.2,0.041,0.35
172.0,0.46,7.1,0.058,0.23
172.0,0.46,7.1,0.058,0.23
116.0,0.42,7.5,0.043,0.38
177.0,0.45,6.4,0.055,0.35
118.0,0.37,6.0,0.045,0.43
119.0,0.38,6.0,0.046,0.52
102.0,0.56,5.5,0.027,0.31
86.0,0.47,5.9,0.052,0.22
92.0,0.5,6.2,0.036,0.36
148.0,0.47,6.0,0.066,0.41
95.0,0.46,6.2,0.046,0.355
112.0,0.55,5.7,0.048,0.41
60.0,0.38,5.3,0.031,0.6
124.0,0.64,5.8,0.046,0.23
81.0,0.51,6.6,0.032,0.24
132.0,0.36,6.1,0.021,0.32
98.0,0.55,5.0,0.015,0.2
179.0,0.6,6.0,0.032,0.42
122.0,0.52,5.7,0.03,0.21
125.0,0.49,5.6,0.048,0.2
97.0,0.41,7.4,0.035,0.22
117.0,0.59,6.2,0.038,0.38
82.0,0.36,5.9,0.032,0.54
81.0,0.35,6.2,0.035,0.53
170.0,0.5,6.6,0.046,0.34
170.0,0.5,6.6,0.046,0.34
118.0,0.5,5.0,0.03,0.235
156.0,0.38,5.5,0.037,0.32
148.0,0.35,4.9,0.035,0.47
174.0,0.5,6.5,0.048,0.33
170.0,0.5,6.6,0.046,0.34
121.0,1.08,6.2,0.028,0.21
56.0,0.79,6.2,0.023,0.41
127.0,0.54,6.8,0.052,0.22
118.0,0.5,4.9,0.03,0.235
100.0,0.44,6.1,0.036,0.34
121.0,0.46,5.7,0.038,0.21
92.0,0.5,6.2,0.039,0.21
168.0,0.46,6.6,0.047,0.32
110.0,0.38,5.5,0.022,0.29
98.0,0.32,6.0,0.02,0.21
34.0,0.56,7.4,0.076,0.7
67.0,0.68,7.8,0.098,0.88
54.0,0.65,7.8,0.092,0.76
60.0,0.58,11.2,0.075,0.28
34.0,0.56,7.4,0.076,0.7
40.0,0.56,7.4,0.075,0.66
59.0,0.46,7.9,0.069,0.6
21.0,0.47,7.3,0.065,0.65
18.0,0.57,7.8,0.073,0.58
102.0,0.8,7.5,0.071,0.5
65.0,0.54,6.7,0.097,0.58
102.0,0.8,7.5,0.071,0.5
59.0,0.52,5.6,0.089,0.615
29.0,1.56,7.8,0.114,0.61
