total sulfur dioxide,sulphates,fixed acidity,chlorides,volatile acidity,type_encoded
131.0,0.44,6.3,0.036,0.4,1
100.0,0.57,7.1,0.035,0.44,1
111.0,0.28,4.8,0.034,0.26,1
130.0,0.44,6.8,0.086,0.31,1
130.0,0.44,6.8,0.086,0.31,1
110.0,0.37,7.0,0.058,0.15,1
142.0,0.62,6.5,0.052,0.41,1
113.0,0.48,6.2,0.052,0.31,1
103.0,0.45,8.0,0.05,0.27,1
103.0,0.45,8.0,0.05,0.27,1
142.0,0.62,6.5,0.052,0.41,1
113.0,0.48,6.2,0.052,0.31,1
84.0,0.36,6.7,0.028,0.37,1
191.0,0.56,6.6,0.036,0.21,1
109.0,0.43,7.5,0.032,0.26,1
100.0,0.5,7.5,0.028,0.34,1
84.0,0.36,6.7,0.028,0.37,1
176.0,0.54,6.4,0.055,0.32,1
109.0,0.35,6.7,0.023,0.24,1
176.0,0.54,6.4,0.055,0.32,1
90.0,0.46,7.1,0.194,0.39,1
87.0,0.64,8.2,0.047,0.31,1
109.0,0.35,6.7,0.023,0.24,1
123.0,0.33,5.9,0.03,0.17,1
93.0,0.49,5.9,0.037,0.2,1
120.0,0.73,6.6,0.031,0.32,1
110.0,0.68,5.9,0.03,0.12,1
137.0,0.38,5.9,0.032,0.18,1
93.0,0.49,5.9,0.037,0.2,1
104.0,0.55,5.4,0.049,0.17,1
136.0,0.31,6.1,0.039,0.21,1
207.0,0.37,7.3,0.048,0.25,1
207.0,0.37,7.3,0.048,0.25,1
152.0,0.47,6.2,0.054,0.22,1
175.0,0.34,6.5,0.045,0.27,1
175.0,0.34,6.5,0.045,0.27,1
98.0,0.53,6.6,0.038,0.39,1
101.0,0.56,6.0,0.04,0.31,1
113.0,0.55,8.4,0.048,0.23,1
207.0,0.37,7.3,0.048,0.25,1
177.0,0.36,6.0,0.056,0.22,1
152.0,0.47,6.2,0.054,0.22,1
134.0,0.4,6.1,0.055,0.23,1
175.0,0.34,6.5,0.045,0.27,1
193.0,0.49,7.3,0.054,0.36,1
181.0,0.51,7.6,0.094,0.37,1
194.0,0.5,6.7,0.062,0.26,1
98.0,0.44,7.4,0.057,0.22,1
135.0,0.38,6.1,0.059,0.22,1
98.0,0.5,7.1,0.053,0.28,1
170.0,0.49,6.5,0.069,0.35,1
65.0,0.28,6.8,0.054,0.73,1
111.0,0.45,6.0,0.047,0.28,1
111.0,0.45,6.0,0.047,0.28,1
129.0,0.52,7.1,0.049,0.2,1
143.0,0.55,6.8,0.045,0.33,1
111.0,0.45,6.0,0.047,0.28,1
63.0,0.63,7.2,0.029,0.24,1
143.0,0.55,6.8,0.045,0.33,1
63.0,0.63,7.2,0.029,0.24,1
111.0,0.45,6.0,0.047,0.28,1
127.0,0.37,6.2,0.046,0.27,1
98.0,0.31,6.4,0.043,0.38,1
129.0,0.52,7.1,0.049,0.2,1
127.0,0.39,6.0,0.036,0.21,1
63.0,0.39,7.0,0.044,0.34,1
134.0,0.46,5.9,0.031,0.435,1
76.0,0.45,7.0,0.021,0.25,1
179.0,0.56,6.7,0.038,0.26,1
172.0,0.57,7.0,0.035,0.24,1
110.0,0.55,8.5,0.035,0.23,1
127.0,0.39,6.0,0.036,0.21,1
63.0,0.39,7.0,0.044,0.34,1
10.0,0.36,4.8,0.013,0.65,1
65.0,0.64,6.1,0.144,0.22,1
69.0,0.38,5.8,0.071,0.27,1
106.0,0.83,5.0,0.036,0.455,1
88.0,0.63,6.5,0.036,0.33,1
88.0,0.63,6.5,0.036,0.33,1
83.0,0.36,6.7,0.038,0.31,1
138.0,0.43,6.2,0.037,0.39,1
138.0,0.43,6.2,0.037,0.39,1
139.0,0.27,7.1,0.04,0.37,1
109.0,0.42,7.2,0.149,0.23,1
88.0,0.63,6.5,0.036,0.33,1
105.0,0.48,7.2,0.054,0.25,1
138.0,0.43,6.2,0.037,0.39,1
106.0,0.83,4.7,0.036,0.455,1
139.0,0.27,7.1,0.04,0.37,1
206.0,0.52,6.2,0.056,0.28,1
113.0,0.4,6.4,0.037,0.35,1
107.0,0.4,6.6,0.035,0.31,1
132.0,0.53,7.4,0.05,0.25,1
173.0,0.57,7.3,0.057,0.36,1
83.0,0.36,6.7,0.038,0.31,1
109.0,0.39,8.6,0.045,0.31,1
109.0,0.39,8.6,0.045,0.31,1
95.0,0.31,8.6,0.031,0.22,1
91.0,0.33,6.9,0.056,0.14,1
106.0,0.31,6.5,0.046,0.22,1
173.0,0.56,6.6,0.063,0.32,1
173.0,0.56,6.6,0.063,0.32,1
101.0,0.41,6.1,0.03,0.28,1
106.0,0.41,6.2,0.036,0.3,1
116.0,0.6,6.9,0.05,0.22,1
67.0,0.52,8.7,0.039,0.31,1
84.0,0.53,7.3,0.04,0.27,1
184.0,0.56,7.0,0.046,0.46,1
108.0,0.61,5.7,0.042,0.23,1
151.0,0.42,6.5,0.185,0.36,1
92.0,0.6,8.2,0.04,0.18,1
159.0,0.6,6.2,0.048,0.27,1
148.0,0.5,6.9,0.053,0.4,1
143.0,0.4,4.9,0.068,0.345,1
106.0,0.47,7.2,0.053,0.23,1
113.0,0.58,6.4,0.046,0.2,1
161.0,0.6,6.1,0.048,0.27,1
159.0,0.6,6.2,0.048,0.27,1
127.0,0.42,6.0,0.042,0.3,1
142.0,0.44,6.1,0.042,0.3,1
105.0,0.45,5.7,0.045,0.14,1
148.0,0.5,6.9,0.053,0.4,1
143.0,0.4,4.9,0.068,0.345,1
161.0,0.51,6.3,0.066,0.33,1
90.0,0.47,7.0,0.043,0.16,1
122.0,0.54,8.4,0.038,0.22,1
161.0,0.51,6.3,0.066,0.33,1
90.0,0.47,7.0,0.043,0.16,1
145.0,0.46,5.4,0.05,0.24,1
87.0,0.48,7.7,0.026,0.31,1
110.0,0.41,5.6,0.048,0.185,1
110.0,0.41,5.6,0.048,0.185,1
159.0,0.54,6.6,0.04,0.43,1
170.0,0.51,7.6,0.084,0.39,1
118.0,0.53,7.2,0.032,0.58,1
116.0,0.44,6.0,0.044,0.34,1
176.5,0.52,7.5,0.056,0.35,1
102.0,0.55,7.3,0.05,0.38,1
110.0,0.41,5.4,0.048,0.185,1
200.0,0.54,6.3,0.049,0.27,1
192.0,0.51,6.5,0.049,0.29,1
125.0,0.49,6.4,0.034,0.17,1
143.0,0.49,6.7,0.035,0.18,1
125.0,0.49,6.4,0.034,0.17,1
98.0,0.56,6.8,0.175,0.37,1
200.0,0.54,6.3,0.049,0.27,1
192.0,0.51,6.5,0.049,0.29,1
134.0,0.81,6.1,0.033,0.24,1
124.0,0.65,7.0,0.025,0.32,1
117.0,0.38,6.9,0.03,0.27,1
192.0,0.59,6.5,0.04,0.29,1
193.0,0.59,6.5,0.034,0.29,1
135.0,0.4,6.1,0.035,0.22,1
157.0,0.76,6.3,0.036,0.22,1
134.0,0.81,6.1,0.033,0.24,1
101.0,0.42,5.6,0.043,0.23,1
124.0,0.65,7.0,0.025,0.32,1
104.0,0.37,6.8,0.044,0.11,1
104.0,0.37,6.8,0.044,0.11,1
223.0,0.71,7.3,0.048,0.23,1
129.0,0.43,6.1,0.048,0.2,1
104.0,0.37,6.8,0.044,0.11,1
223.0,0.71,7.3,0.048,0.23,1
104.0,0.39,6.9,0.06,0.2,1
76.0,0.57,6.7,0.041,0.19,1
111.0,0.54,6.7,0.048,0.28,1
111.0,0.54,6.7,0.048,0.28,1
127.0,0.72,8.0,0.038,0.37,1
111.0,0.54,6.7,0.048,0.28,1
144.0,0.39,6.0,0.041,0.26,1
120.0,0.98,6.4,0.053,0.24,1
120.0,0.98,6.4,0.053,0.24,1
120.0,0.98,6.4,0.053,0.24,1
122.0,0.4,6.4,0.062,0.25,1
94.0,0.45,6.1,0.052,0.25,1
117.0,0.72,6.8,0.047,0.14,1
112.0,0.5,6.5,0.042,0.38,1
117.0,0.72,6.8,0.047,0.14,1
51.0,0.58,5.4,0.037,0.15,1
122.0,0.4,6.4,0.062,0.25,1
94.0,0.45,6.1,0.052,0.25,1
152.0,0.57,6.8,0.054,0.22,1
122.0,0.6,7.2,0.044,0.21,1
144.0,0.39,6.0,0.041,0.26,1
120.0,0.98,6.4,0.053,0.24,1
171.0,0.56,6.5,0.051,0.46,1
183.0,0.61,6.5,0.054,0.18,1
97.0,0.5,6.2,0.054,0.32,1
151.0,0.52,7.2,0.055,0.4,1
115.0,0.51,5.9,0.037,0.23,1
183.0,0.61,6.4,0.054,0.18,1
97.0,0.5,6.2,0.054,0.32,1
91.0,0.46,6.4,0.056,0.37,1
100.0,0.4,7.0,0.062,0.23,1
151.0,0.52,7.2,0.055,0.4,1
151.0,0.79,7.6,0.033,0.19,1
147.0,0.56,6.0,0.046,0.28,1
94.0,0.6,6.2,0.029,0.32,1
151.0,0.79,7.6,0.033,0.19,1
176.0,0.54,6.4,0.052,0.26,1
81.0,0.46,5.9,0.029,0.25,1
139.0,0.46,6.1,0.031,0.28,1
105.0,0.38,6.9,0.023,0.19,1
120.0,0.41,6.4,0.06,0.29,1
116.0,0.53,6.8,0.034,0.27,1
125.0,0.62,7.5,0.021,0.26,1
116.0,0.53,6.8,0.034,0.27,1
172.0,0.58,6.4,0.032,0.2,1
177.0,0.48,7.3,0.041,0.33,1
176.0,0.46,7.3,0.044,0.34,1
120.0,0.41,6.4,0.06,0.29,1
109.0,0.47,6.1,0.033,1.1,1
185.0,0.5,6.3,0.052,0.24,1
149.0,0.52,6.2,0.053,0.24,1
135.0,0.43,7.4,0.05,0.16,1
135.0,0.43,7.4,0.05,0.16,1
135.0,0.43,7.4,0.05,0.16,1
135.0,0.43,7.4,0.05,0.16,1
154.0,0.43,7.2,0.05,0.17,1
118.0,0.63,6.9,0.038,0.19,1
118.0,0.63,6.9,0.038,0.19,1
98.0,0.58,6.8,0.034,0.16,1
135.0,0.43,7.4,0.05,0.16,1
97.0,0.38,6.8,0.028,0.3,1
149.0,0.52,6.2,0.053,0.24,1
135.0,0.43,7.4,0.05,0.16,1
154.0,0.43,7.2,0.05,0.17,1
97.0,0.38,6.8,0.028,0.3,1
131.0,0.51,6.5,0.032,0.43,1
110.0,0.54,6.6,0.036,0.17,1
118.0,0.63,6.9,0.038,0.19,1
98.0,0.58,6.8,0.034,0.16,1
70.0,0.42,6.4,0.048,0.41,1
70.0,0.42,6.4,0.048,0.41,1
119.0,0.49,7.4,0.036,0.36,1
130.0,0.41,6.1,0.09,0.17,1
85.0,0.42,5.5,0.032,0.28,1
110.0,0.78,6.6,0.029,0.5,1
160.0,0.36,7.1,0.057,0.44,1
166.0,0.72,6.9,0.062,0.38,1
160.0,0.36,7.1,0.057,0.44,1
133.0,0.37,6.2,0.049,0.24,1
162.0,0.51,6.1,0.048,0.28,1
76.0,0.46,7.6,0.048,0.26,1
163.0,0.82,7.5,0.043,0.16,1
107.0,0.39,6.5,0.054,0.36,1
82.0,0.38,6.6,0.06,0.35,1
120.0,0.45,5.7,0.049,0.25,1
134.0,0.46,7.4,0.05,0.37,1
108.0,0.59,5.7,0.044,0.25,1
110.0,0.57,5.8,0.044,0.23,1
91.0,0.38,5.4,0.052,0.265,1
116.0,0.5,5.7,0.05,0.25,1
106.0,0.45,5.7,0.049,0.25,1
142.0,0.53,5.9,0.046,0.23,1
185.0,0.44,6.2,0.052,0.3,1
96.0,0.3,6.5,0.048,0.33,1
73.0,0.45,7.4,0.048,0.26,1
93.0,0.38,7.0,0.058,0.2,1
101.0,0.38,6.5,0.059,0.21,1
79.0,0.46,7.3,0.047,0.25,1
127.0,0.49,6.8,0.098,0.27,1
179.0,0.46,6.7,0.07,0.24,1
82.0,0.36,6.4,0.057,0.14,1
112.0,0.4,6.4,0.059,0.5,1
103.0,0.41,6.6,0.11,0.41,1
98.0,0.58,6.4,0.03,0.25,1
103.0,0.41,6.6,0.11,0.41,1
136.0,0.55,8.0,0.054,0.25,1
82.0,0.36,6.4,0.057,0.14,1
140.0,0.38,6.6,0.046,0.21,1
112.0,0.4,6.4,0.059,0.5,1
99.0,0.38,6.3,0.037,0.29,1
166.0,0.42,6.9,0.057,0.37,1
166.0,0.42,6.9,0.057,0.37,1
86.0,0.38,5.7,0.03,0.31,1
80.0,0.36,6.9,0.035,0.45,1
122.0,0.47,6.9,0.039,0.3,1
141.0,0.62,5.3,0.041,0.23,1
150.0,0.38,6.8,0.037,0.3,1
105.0,0.38,6.7,0.035,0.28,1
153.0,0.76,5.0,0.043,0.255,1
193.0,0.38,7.6,0.053,0.4,1
75.0,0.56,5.5,0.04,0.21,1
95.0,0.56,6.0,0.041,0.2,1
92.0,0.57,6.1,0.041,0.17,1
107.0,0.45,7.5,0.046,0.21,1
94.0,0.45,7.3,0.041,0.26,1
158.0,0.5,6.2,0.069,0.35,1
158.0,0.5,6.2,0.069,0.35,1
143.0,0.34,6.5,0.046,0.43,1
147.0,0.31,6.5,0.046,0.4,1
122.0,0.44,7.4,0.049,0.28,1
151.0,0.6,6.3,0.054,0.23,1
171.0,0.56,6.2,0.059,0.34,1
75.0,0.63,6.6,0.095,0.44,1
72.0,0.5,6.0,0.052,0.13,1
147.0,0.54,6.3,0.048,0.17,1
147.0,0.54,6.3,0.047,0.18,1
215.0,0.56,6.7,0.059,0.31,1
227.0,0.56,6.6,0.054,0.33,1
68.0,0.29,6.3,0.02,0.34,1
130.0,0.62,6.8,0.032,0.29,1
206.0,0.36,7.4,0.048,0.31,1
206.0,0.36,7.4,0.048,0.31,1
120.0,0.31,5.7,0.04,0.25,1
89.0,0.34,6.8,0.038,0.27,1
132.0,0.73,5.9,0.046,0.26,1
128.0,0.48,5.9,0.035,0.65,1
206.0,0.36,7.4,0.048,0.31,1
72.0,0.39,6.6,0.041,0.23,1
143.0,0.54,6.8,0.054,0.18,1
149.0,0.58,6.8,0.052,0.28,1
149.0,0.58,6.8,0.052,0.28,1
136.0,0.53,5.9,0.051,0.27,1
131.0,0.35,6.1,0.055,0.25,1
149.0,0.58,6.8,0.052,0.28,1
160.0,0.58,6.8,0.052,0.26,1
115.5,0.41,7.1,0.064,0.13,1
143.0,0.54,6.8,0.054,0.18,1
120.0,0.53,6.2,0.055,0.2,1
76.0,0.29,5.8,0.038,0.24,1
194.0,0.61,7.6,0.046,0.48,1
193.0,0.67,7.4,0.032,0.26,1
120.0,0.53,6.2,0.055,0.2,1
187.0,0.45,6.1,0.049,0.3,1
186.0,0.45,6.2,0.048,0.32,1
187.0,0.45,6.1,0.049,0.3,1
186.0,0.44,6.3,0.047,0.34,1
168.0,0.44,7.4,0.056,0.16,1
168.0,0.44,7.4,0.056,0.16,1
168.0,0.44,7.4,0.056,0.16,1
168.0,0.44,7.4,0.056,0.16,1
168.0,0.44,7.4,0.056,0.16,1
168.0,0.44,7.4,0.056,0.16,1
120.0,0.46,7.2,0.061,0.26,1
119.0,0.5,7.0,0.063,0.31,1
83.0,0.48,6.6,0.05,0.22,1
158.0,0.37,5.8,0.044,0.23,1
118.0,0.4,6.3,0.04,0.17,1
104.0,0.41,6.0,0.039,0.19,1
123.0,0.36,6.7,0.035,0.21,1
168.0,0.44,7.4,0.056,0.16,1
101.0,0.66,6.6,0.04,0.22,1
169.0,0.57,6.8,0.06,0.34,1
99.0,0.5,7.1,0.174,0.34,1
179.0,0.58,6.3,0.05,0.24,1
157.0,0.54,6.9,0.048,0.35,1
161.0,0.69,6.8,0.049,0.24,1
113.0,0.66,6.4,0.037,0.25,1
133.0,0.42,5.8,0.038,0.19,1
198.0,0.69,6.9,0.052,0.24,1
123.0,0.5,6.5,0.053,0.31,1
68.0,0.52,6.6,0.039,0.25,1
170.0,0.65,7.5,0.055,0.38,1
82.0,0.61,6.2,0.041,0.3,1
81.0,0.64,6.4,0.04,0.33,1
198.0,0.69,6.9,0.052,0.24,1
72.0,0.68,7.6,0.043,0.27,1
108.0,0.5,5.9,0.037,0.24,1
119.0,0.62,5.3,0.048,0.33,1
105.0,0.46,6.4,0.097,0.21,1
63.0,0.33,7.0,0.04,0.22,1
140.0,0.45,7.8,0.05,0.27,1
100.0,0.33,6.7,0.044,0.2,1
100.0,0.44,8.1,0.045,0.27,1
100.0,0.33,6.7,0.044,0.2,1
87.0,0.38,7.1,0.04,0.45,1
68.0,0.35,5.8,0.036,0.22,1
149.0,0.53,6.3,0.053,0.3,1
139.0,0.45,7.9,0.049,0.36,1
100.0,0.44,8.1,0.045,0.27,1
101.0,0.43,8.0,0.044,0.24,1
85.0,0.34,6.7,0.033,0.41,1
113.0,0.46,6.7,0.044,0.24,1
183.0,0.43,6.2,0.054,0.3,1
139.0,0.5,6.9,0.044,0.26,1
85.0,0.34,6.7,0.033,0.41,1
144.0,0.41,5.9,0.05,0.32,1
107.0,0.56,6.1,0.036,0.25,1
89.0,0.51,5.6,0.023,0.23,1
102.0,0.6,6.6,0.024,0.23,1
134.0,0.54,6.0,0.05,0.17,1
193.0,0.49,7.1,0.041,0.38,1
164.0,0.39,6.6,0.052,0.31,1
69.0,0.52,6.5,0.142,0.38,1
210.0,0.5,7.0,0.056,0.44,1
210.0,0.5,7.0,0.056,0.44,1
210.0,0.5,7.0,0.056,0.44,1
113.0,0.34,6.1,0.06,0.38,1
180.0,0.74,8.0,0.041,0.33,1
210.0,0.5,7.0,0.056,0.44,1
92.0,0.53,6.0,0.046,0.19,1
129.0,0.29,6.3,0.038,0.28,1
113.0,0.34,6.1,0.06,0.38,1
51.0,0.48,5.3,0.029,0.43,1
87.0,0.44,5.4,0.029,0.22,1
187.0,0.56,6.2,0.056,0.345,1
171.0,0.61,5.6,0.056,0.255,1
93.0,0.53,5.2,0.047,0.2,1
201.0,0.56,6.2,0.048,0.29,1
133.0,0.68,6.3,0.046,0.26,1
122.0,0.63,6.0,0.045,0.22,1
89.0,0.42,7.5,0.066,0.35,1
92.0,0.35,6.6,0.036,0.39,1
118.0,0.46,6.3,0.052,0.23,1
120.0,0.47,6.3,0.05,0.22,1
116.0,0.5,6.4,0.04,0.29,1
116.0,0.5,6.4,0.04,0.29,1
80.0,0.68,7.5,0.03,0.23,1
116.0,0.5,6.4,0.04,0.29,1
90.0,0.98,5.7,0.041,0.28,1
130.0,0.4,6.5,0.042,0.26,1
140.0,0.59,6.4,0.034,0.27,1
144.0,0.74,5.9,0.037,0.22,1
72.0,0.47,6.8,0.019,0.26,1
116.0,0.48,7.6,0.038,0.36,1
116.0,0.5,7.6,0.037,0.35,1
95.0,0.54,5.7,0.023,0.18,1
124.0,0.56,6.6,0.145,0.36,1
114.0,0.45,5.9,0.04,0.14,1
161.0,0.43,5.5,0.044,0.23,1
95.0,0.35,6.7,0.053,0.11,1
91.0,0.43,7.0,0.047,0.24,1
95.0,0.35,6.7,0.053,0.11,1
74.0,0.54,5.3,0.036,0.47,1
115.0,0.46,7.5,0.058,0.29,1
119.0,0.41,6.0,0.051,0.33,1
119.0,0.41,6.0,0.051,0.33,1
121.0,0.35,5.8,0.033,0.32,1
121.0,0.34,5.8,0.034,0.3,1
114.0,0.44,3.8,0.036,0.31,1
145.0,0.4,6.2,0.038,0.36,1
120.0,0.41,6.0,0.042,0.31,1
169.0,0.47,6.9,0.036,0.52,1
164.0,0.46,7.0,0.036,0.55,1
99.0,0.37,5.8,0.042,0.2,1
145.0,0.4,6.2,0.038,0.36,1
120.0,0.41,6.0,0.042,0.31,1
117.0,0.41,6.0,0.044,0.29,1
146.0,0.36,5.7,0.04,0.22,1
192.0,0.53,7.1,0.045,0.46,1
174.0,0.5,6.6,0.041,0.21,1
201.0,0.54,6.9,0.043,0.42,1
113.0,0.46,5.7,0.044,0.22,1
113.0,0.46,5.7,0.044,0.22,1
113.0,0.46,5.7,0.044,0.22,1
113.0,0.46,5.7,0.044,0.22,1
117.0,0.45,5.2,0.027,0.31,1
183.0,0.5,7.2,0.054,0.22,1
47.0,0.45,5.6,0.04,0.18,1
129.0,0.38,6.2,0.04,0.24,1
113.0,0.46,5.7,0.044,0.22,1
124.0,0.5,5.7,0.059,0.26,1
124.0,0.5,5.7,0.059,0.26,1
93.0,0.42,6.0,0.049,0.2,1
93.0,0.42,6.0,0.049,0.2,1
93.0,0.42,6.0,0.049,0.2,1
93.0,0.42,6.0,0.049,0.2,1
117.0,0.43,7.6,0.046,0.28,1
76.0,0.54,7.0,0.03,0.2,1
112.0,0.49,6.6,0.048,0.26,1
124.0,0.5,5.7,0.059,0.26,1
183.0,0.76,7.2,0.045,0.21,1
119.0,0.55,6.9,0.041,0.22,1
183.0,0.76,7.2,0.045,0.21,1
121.0,0.55,7.4,0.046,0.22,1
183.0,0.76,7.2,0.045,0.21,1
119.0,0.55,6.9,0.041,0.22,1
103.0,0.49,7.0,0.037,0.2,1
111.0,0.46,5.6,0.038,0.26,1
154.0,0.4,6.3,0.208,0.28,1
156.0,0.4,6.4,0.209,0.29,1
155.0,0.58,7.2,0.105,0.34,1
204.0,0.52,7.1,0.034,0.39,1
114.0,0.31,6.9,0.043,0.26,1
115.0,0.59,6.1,0.044,0.24,1
113.0,0.58,5.9,0.044,0.25,1
133.0,0.37,6.1,0.05,0.24,1
116.0,0.57,6.5,0.039,0.22,1
87.0,0.61,6.2,0.036,0.26,1
121.0,0.71,6.6,0.038,0.34,1
140.0,0.39,5.6,0.054,0.225,1
103.0,0.31,7.1,0.046,0.23,1
114.0,0.31,6.9,0.043,0.26,1
86.0,0.65,6.4,0.04,0.27,1
117.0,0.39,6.3,0.035,0.41,1
115.0,0.44,6.7,0.035,0.41,1
94.0,0.4,7.2,0.086,0.585,1
138.0,0.47,6.7,0.038,0.34,1
117.0,0.39,6.3,0.035,0.41,1
115.0,0.44,6.7,0.035,0.41,1
191.0,0.5,6.4,0.056,0.26,1
150.0,0.33,6.3,0.036,0.28,1
121.0,0.68,7.4,0.042,0.16,1
129.0,0.3,8.4,0.037,0.27,1
100.0,0.41,5.9,0.043,0.2,1
182.0,0.5,6.4,0.054,0.24,1
168.0,0.52,7.4,0.052,0.38,1
182.0,0.5,6.4,0.054,0.24,1
145.0,0.53,6.4,0.043,0.42,1
181.0,0.49,6.4,0.054,0.23,1
182.0,0.5,6.4,0.054,0.24,1
168.0,0.52,7.4,0.052,0.38,1
155.0,0.41,7.3,0.057,0.19,1
155.0,0.41,7.3,0.057,0.19,1
155.0,0.41,7.3,0.057,0.19,1
155.0,0.41,7.3,0.057,0.19,1
155.0,0.41,7.3,0.057,0.19,1
155.0,0.41,7.3,0.057,0.19,1
155.0,0.41,7.3,0.057,0.19,1
96.0,0.64,6.8,0.044,0.24,1
155.0,0.41,7.3,0.057,0.19,1
139.0,0.62,7.4,0.054,0.27,1
141.0,0.69,5.7,0.052,0.28,1
109.0,0.58,5.8,0.024,0.22,1
106.0,0.43,6.7,0.176,0.27,1
107.0,0.54,7.1,0.034,0.2,1
106.0,0.43,6.7,0.176,0.27,1
148.0,0.56,7.1,0.034,0.23,1
148.0,0.47,7.6,0.042,0.31,1
187.0,0.57,7.2,0.108,0.34,1
73.0,0.59,7.0,0.015,0.36,1
137.0,0.38,6.4,0.039,0.31,1
148.0,0.47,7.3,0.054,0.28,1
166.0,0.42,7.4,0.064,0.16,1
169.0,0.45,6.4,0.049,0.31,1
137.0,0.38,6.4,0.039,0.31,1
178.0,0.51,6.2,0.046,0.29,1
194.0,0.52,5.9,0.04,0.28,1
179.0,0.48,6.5,0.05,0.23,1
203.0,0.44,7.2,0.062,0.34,1
148.0,0.47,7.3,0.054,0.28,1
110.0,0.65,6.5,0.039,0.2,1
123.0,0.37,6.2,0.039,0.24,1
136.0,0.4,7.1,0.048,0.31,1
119.0,0.34,6.4,0.041,0.29,1
133.0,0.41,6.3,0.063,0.19,1
117.0,0.42,5.9,0.035,0.29,1
136.0,0.4,7.1,0.048,0.31,1
109.0,0.3,6.5,0.041,0.3,1
119.0,0.34,6.4,0.041,0.29,1
115.0,0.44,6.5,0.096,0.22,1
92.0,0.56,7.0,0.053,0.23,1
112.0,0.37,7.1,0.038,0.23,1
98.0,0.44,6.1,0.043,0.26,1
171.0,0.5,6.4,0.051,0.35,1
186.0,0.54,6.0,0.041,0.32,1
133.0,0.53,6.1,0.042,0.34,1
76.0,0.76,6.5,0.035,0.13,1
126.0,0.51,6.5,0.041,0.315,1
133.0,0.53,6.1,0.042,0.34,1
143.0,0.5,5.7,0.05,0.31,1
151.0,0.49,6.4,0.058,0.3,1
110.0,0.53,7.0,0.041,0.24,1
76.0,0.76,6.5,0.035,0.13,1
182.0,0.48,6.4,0.05,0.26,1
182.0,0.48,6.4,0.05,0.26,1
170.0,0.52,6.0,0.043,0.27,1
97.0,0.75,7.1,0.039,0.21,1
100.0,0.36,6.7,0.036,0.26,1
111.0,0.31,6.3,0.04,0.28,1
167.0,0.51,6.2,0.057,0.25,1
203.0,0.77,7.3,0.048,0.22,1
167.0,0.51,6.2,0.057,0.25,1
139.0,0.35,6.4,0.047,0.18,1
143.0,0.35,6.3,0.046,0.2,1
146.0,0.67,6.6,0.051,0.24,1
173.0,0.6,7.4,0.053,0.27,1
173.0,0.6,7.4,0.053,0.27,1
173.0,0.6,7.4,0.053,0.27,1
146.0,0.67,6.6,0.051,0.24,1
173.0,0.6,7.4,0.053,0.27,1
137.0,0.96,7.1,0.041,0.38,1
176.0,0.41,6.8,0.043,0.43,1
187.0,0.42,5.2,0.066,0.22,1
197.0,0.36,5.9,0.044,0.29,1
197.0,0.36,5.9,0.044,0.29,1
140.0,0.36,6.3,0.037,0.29,1
80.0,0.47,6.3,0.046,0.19,1
197.0,0.36,5.7,0.044,0.29,1
140.0,0.36,6.3,0.037,0.29,1
182.0,0.46,5.7,0.069,0.24,1
86.0,0.58,5.8,0.039,0.3,1
114.0,0.52,7.1,0.041,0.27,1
86.0,0.58,5.8,0.039,0.3,1
114.0,0.52,7.1,0.041,0.27,1
141.0,0.5,6.3,0.061,0.305,1
182.0,0.46,5.7,0.069,0.24,1
125.0,0.48,6.2,0.04,0.22,1
118.0,0.46,6.6,0.047,0.22,1
118.0,0.46,6.6,0.047,0.22,1
118.0,0.46,6.6,0.047,0.22,1
118.0,0.46,6.6,0.047,0.22,1
125.0,0.48,6.2,0.04,0.22,1
125.0,0.48,6.2,0.04,0.22,1
118.0,0.46,6.6,0.047,0.22,1
122.0,0.49,6.1,0.045,0.22,1
123.0,0.49,6.2,0.047,0.21,1
205.0,0.58,6.3,0.044,0.32,1
166.0,0.42,6.9,0.038,0.44,1
162.0,0.47,6.1,0.042,0.31,1
134.0,0.39,8.1,0.051,0.36,1
67.0,0.47,6.6,0.043,0.38,1
94.0,0.38,6.7,0.03,0.24,1
193.0,0.44,6.9,0.06,0.56,1
161.0,0.53,7.2,0.045,0.24,1
166.0,0.56,6.5,0.051,0.29,1
92.0,0.58,6.7,0.051,0.28,1
166.0,0.56,6.5,0.051,0.29,1
131.0,0.39,6.1,0.046,0.21,1
125.0,0.49,7.2,0.048,0.47,1
146.0,0.54,6.7,0.051,0.34,1
111.0,0.37,6.6,0.033,0.27,1
146.0,0.54,6.7,0.051,0.34,1
125.0,0.49,7.2,0.048,0.47,1
116.0,0.4,5.0,0.031,0.35,1
116.0,0.4,5.0,0.031,0.35,1
111.0,0.34,4.4,0.024,0.46,1
101.0,0.37,6.6,0.035,0.38,1
122.0,0.54,7.3,0.045,0.3,1
150.0,0.43,6.4,0.039,0.28,1
136.0,0.65,6.9,0.04,0.29,1
184.0,0.48,6.3,0.049,0.3,1
173.0,0.45,6.3,0.048,0.39,1
101.0,0.37,6.6,0.035,0.38,1
149.0,0.43,6.6,0.051,0.18,1
174.0,0.5,6.0,0.051,0.28,1
174.0,0.5,6.0,0.051,0.28,1
174.0,0.5,6.0,0.051,0.28,1
129.0,0.48,6.6,0.045,0.35,1
120.0,0.5,5.9,0.041,0.22,1
149.0,0.43,6.6,0.051,0.18,1
157.0,0.56,7.7,0.044,0.28,1
